🇨🇳｜历年春晚,#genre#
耀才財經,http://202.69.67.66:443/webcast/bshdlive-mobile/playlist.m3u8#https://v3.mediacast.hk/webcast/bshdlive-pc/playlist.m3u8#http://202.69.67.66:443/webcast/bshdlive-pc/playlist.m3u8?wowzasessionid=64000
亚洲新闻,http://d2e1asnsl7br7b.cloudfront.net/7782e205e72f43aeb4a48ec97f66ebbe/index_4.m3u8
中国环球电视,http://live.cgtn.com/500/prog_index.m3u8
香港卫视文旅,https://myun-hw-s3.myun.tv/melj80jz/lxx27bol/1551285536499984128.m3u8
FashionTV,http://lb.streaming.sk/fashiontv/stream/chunklist_w1402273512.m3u8
CGNTV,http://live.cgtn.com/1000/prog_index.m3u8#http://livear.cgtn.com/1000a/prog_index.m3u8#http://livees.cgtn.com/1000e/prog_index.m3u8#http://liveru.cgtn.com/1000r/prog_index.m3u8#https://livedoc.cgtn.com/500d/prog_index.m3u8
Channel News Asia『蓝光』,http://d2e1asnsl7br7b.cloudfront.net/7782e205e72f43aeb4a48ec97f66ebbe/index_5.m3u8
VB,http://live.tv2bornholm.dk/stream/live/chunklist.m3u8
半·新闻,http://live-hls-web-aja.getaj.net/AJA/02.m3u8
俄·IGITV蓝光,http://hls-igi.cdnvideo.ru/igi/igi_hq/playlist.m3u8
美·NASA Public Channel,https://ntv1.akamaized.net/hls/live/2014075/NASA-NTV1-HLS/master_2000.m3u8
美·红牛运动,http://rbmn-live.akamaized.net/hls/live/590964/BoRB-AT/master_1660.m3u8
UniverTV,http://cdn.universmotri.ru/live/hq.sdp/chunklist_w1792531.m3u8
环球电视台,http://zb.xzxwhcb.com:9999/hls/world.m3u8
凤凰中文,http://[2409:8087:2001:20:2800:0:df6e:eb24]/wh7f454c46tw3553140416_-2021535160/ott.mobaibox.com/PLTV/3/224/3221228527/index.m3u8?icpid=3&RTS=1668336354&from=40&popid=40&hms_devid=2292&prioritypopid=40&vqe=3#http://[2409:8087:2001:20:2800:0:df6e:eb25]:80/wh7f454c46tw2443888236_158039228/ott.mobaibox.com/PLTV/3/224/3221228527/index.m3u8?icpid=3&RTS=1674369674&from=40&popid=40&hms_devid=2292&prioritypopid=40&vqe=3
凤凰资讯,http://[2409:8087:2001:20:2800:0:df6e:eb27]:80/wh7f454c46tw1890984412_1778241929/ott.mobaibox.com/PLTV/3/224/3221228524/index.m3u8?icpid=3&RTS=1674373416&from=40&popid=40&hms_devid=2293&prioritypopid=40&vqe=3
凤凰电影,http://218.202.220.2:5000/nn_live.ts?id=NEWSASIA
功夫台,https://cn-hbyc2-dx-live-01.bilivideo.com/live-bvc/545768/live_179302204_68184269.m3u8
大立电视,http://www.dalitv.com.tw:4568/live/dali/index.m3u8
新加坡中文台,https://d2e1asnsl7br7b.cloudfront.net/7782e205e72f43aeb4a48ec97f66ebbe/index_4.m3u8?zshijd
新加坡国际,https://d2e1asnsl7br7b.cloudfront.net/7782e205e72f43aeb4a48ec97f66ebbe/index_4.m3u8
好消息综合台,https://dqhxk7sbp7xog.cloudfront.net/hls-live/goodtv/_definst_/liveevent/live-ch1-2.m3u8

🐼超清4K频道,#genre#
4K华数电影,http://111.40.196.28/0000000000001000/1.m3u8?Contentid=6000000003000004748&livemode=1&stbId=1213&channel-id=wasusyt

🎮游戏直播,#genre#
永劫无间,http://tc-tct.douyucdn2.cn/dyliveflv1a/9662891rlaeIAP3A.flv?wsAuth=900a607f085ce29d02fa943b6bebdd55&token=cpn-androidmpro-0-9662891-7de7dc707e1a51dda3c66a0598c35174d21999c57bfc0e87&logo=0&expire=0&did=d010b07dcb997ada9934081c873542f0&origin=tct&vhost=play
王者荣耀甲级职业联赛,http://tc-tct.douyucdn2.cn/dyliveflv1/1984839rdqYitoI8_2000.flv?wsAuth=a56eed24129590fea240db8cf03ea8de&token=cpn-androidmpro-0-1984839-67aff303abf98630a586f7ac17fb752fb4386be06751f18a&logo=0&expire=0&did=d010b07dcb997ada9934081c873542f0&origin=tct&vhost=
QQ飞车手游官方,http://tc-tct.douyucdn2.cn/dyliveflv1a/5040227raXQRnvWY_2000.flv?wsAuth=b3a4cd03484434faddfdad9733a93346&token=cpn-androidmpro-0-5040227-432528579fe94712604936d0232a1234448a157b4d8f4d6f&logo=0&expire=0&did=d010b07dcb997ada9934081c873542f0&origin=tct&vhost
和平精英官方赛事,http://tc-tct.douyucdn2.cn/dyliveflv1/999rx47n2pp8pKD_2000.flv?wsAuth=7c4e0996d97a3e181cc1d6f882346685&token=cpn-androidmpro-0-999-d32d75306aab2a79b6a2b2f96a4ef6dbff96ef5fbd19c376&logo=0&expire=0&did=d010b07dcb997ada9934081c873542f0&origin=tct&vhost=play1
穿越火线运营团队,http://tc-tct.douyucdn2.cn/dyliveflv1/605964rzzgGEOZHr.flv?wsAuth=df89e7ea27145b099af8173ae68cd97d&token=cpn-androidmpro-0-605964-b9be22700076c08527be3395ee0252166c43dba3bb50a635&logo=0&expire=0&did=d010b07dcb997ada9934081c873542f0&origin=tct&vhost=play1
生死狙击2官方,http://tc-tct.douyucdn2.cn/dyliveflv1a/7439056rYiHdgWPW_2000.flv?wsAuth=d2a8b60937391e1264b3f74c0900377f&token=cpn-androidmpro-0-7439056-8a90173db6bf544873fa5198e09cd0ea823fc7ca637e029a&logo=0&expire=0&did=d010b07dcb997ada9934081c873542f0&origin=tct&vhost
完美世界电竞频道,http://tc-tct.douyucdn2.cn/dyliveflv1/6829849rvRdF9Fss_2000.flv?wsAuth=68a61939d074d6836988712a4acbb40d&token=cpn-androidmpro-0-6829849-5788c6a6f832f98eabab4a1a533b3fd899bee1e58e0c59e2&logo=0&expire=0&did=d010b07dcb997ada9934081c873542f0&origin=tct&vhost=
跑跑卡丁车官方竞速版,http://tc-tct.douyucdn2.cn/dyliveflv1a/6672862r90xSwiRP.flv?wsAuth=e28e5abcde4d562d8b9a6ae0183690cb&token=cpn-androidmpro-0-6672862-ee6297daa5d07f341f874e64021e25d176a45dd545ec6599&logo=0&expire=0&did=d010b07dcb997ada9934081c873542f0&origin=tct&vhost=play

🛰️卫视频道,#genre#
北京卫视,http://39.134.65.208/PLTV/88888888/224/3221225678/index.m3u8#http://39.134.65.175/PLTV/88888888/224/3221225678/index.m3u8?#http://39.134.67.226/PLTV/88888888/224/3221225678/index.m3u8#http://111.40.196.9/PLTV/88888888/224/3221225529/index.m3u8#http://39.134.65.179/PLTV/88888888/224/3221225678/1.m3u8#http://39.134.65.164/PLTV/88888888/224/3221225678/1.m3u8#http://39.134.65.166/PLTV/88888888/224/3221225678/1.m3u8#http://39.134.65.173/PLTV/88888888/224/3221225678/1.m3u8#http://111.40.196.28/0000000000001000/1.m3u8?Contentid=1000000001000021288&livemode=1&stbId=2&channel-id=ystenlive
天津卫视,http://111.40.196.9/PLTV/88888888/224/3221225556/index.m3u8#http://111.40.196.32/PLTV/88888888/224/3221225597/index.m3u8#http://39.134.66.66/PLTV/88888888/224/3221225665/index.m3u8#http://111.40.196.32/PLTV/88888888/224/3221225597/index.m3u8?zweimd#http://111.40.196.28/0000000000001000/1.m3u8?Contentid=1000000001000003475&livemode=1&stbId=2&channel-id=ystenlive#http://39.134.65.166/PLTV/88888888/224/3221225665/1.m3u8
河北卫视,http://39.134.66.66/PLTV/88888888/224/3221225495/index.m3u8
山西卫视,http://39.134.65.162/PLTV/88888888/224/3221225496/index.m3u8#http://111.40.196.34/wh7f454c46tw1449109407_783018591/PLTV/88888888/224/3221225520/index.m3u8?icpid=88888888&RTS=1646915696&from=1&hms_devid=103#http://39.134.65.166/PLTV/88888888/224/3221225496/1.m3u8#http://39.134.65.162/PLTV/88888888/224/3221225496/1.m3u8
内蒙古卫视,http://111.40.196.39/PLTV/88888888/224/3221225574/index.m3u8#http://39.134.66.66/PLTV/88888888/224/3221225577/index.m3u8#http://111.40.196.9/PLTV/88888888/224/3221225574/index.m3u8#http://39.134.65.162/PLTV/88888888/224/3221225577/1.m3u8#http://39.134.65.164/PLTV/88888888/224/3221225577/1.m3u8
山东卫视,http://111.40.196.36/PLTV/88888888/224/3221225545/index.m3u8?#http://39.134.65.141/PLTV/88888888/224/3221225952/1.m3u8#http://111.40.196.36/PLTV/88888888/224/3221225545/index.m3u8#http://111.40.196.9/PLTV/88888888/224/3221225545/index.m3u8#http://111.40.196.9/PLTV/88888888/224/3221225516/index.m3u8#http://111.40.196.28/0000000000001000/1.m3u8?Contentid=1000000001000012807&livemode=1&stbId=2&channel-id=ystenlive#http://111.40.196.9/PLTV/88888888/224/3221225546/index.m3u8
安徽卫视,http://111.40.196.28/0000000000001000/1.m3u8?Contentid=1000000001000020780&livemode=1&stbId=2&channel-id=ystenlive#http://111.40.196.28/0000000000001000/1.m3u8?Contentid=1000000001000030159&livemode=1&stbId=2&channel-id=ystenlive
江苏卫视,http://39.134.66.2/PLTV/88888888/224/3221225503/index.m3u8#http://39.134.66.66/PLTV/88888888/224/3221225503/index.m3u8#http://39.134.66.110/PLTV/88888888/224/3221225503/index.m3u8#http://39.134.65.208/PLTV/88888888/224/3221225503/index.m3u8#http://39.134.65.175/PLTV/88888888/224/3221225503/1.m3u8#http://39.134.65.181/PLTV/88888888/224/3221225503/1.m3u8#http://39.134.65.183/PLTV/88888888/224/3221225503/1.m3u8#http://39.134.65.173/PLTV/88888888/224/3221225503/1.m3u8#http://111.40.196.9/PLTV/88888888/224/3221225578/index.m3u8#http://111.40.196.28/0000000000001000/1.m3u8?Contentid=1000000001000004684&livemode=1&stbId=2&channel-id=ystenlive
东方卫视,http://111.40.196.35/PLTV/88888888/224/3221225509/index.m3u8#http://39.134.65.208/PLTV/88888888/224/3221225672/index.m3u8#http://111.40.196.35/PLTV/88888888/224/3221225509/index.m3u8?#http://111.40.196.30/PLTV/88888888/224/3221225509/index.m3u8#http://39.134.66.66/PLTV/88888888/224/3221225672/index.m3u8#http://111.40.196.9/PLTV/88888888/224/3221225512/index.m3u8#http://111.40.196.9/PLTV/88888888/224/3221225542/index.m3u8#http://39.134.66.66/PLTV/88888888/224/3221225499/index.m3u8#http://111.40.196.28/0000000000001000/1.m3u8?Contentid=1000000001000030202&livemode=1&stbId=2&channel-id=ystenlive#http://111.40.196.28/0000000000001000/1.m3u8?Contentid=1000000001000005866&livemode=1&stbId=2&channel-id=ystenlive#http://39.134.65.164/PLTV/88888888/224/3221225672/1.m3u8#http://39.134.65.179/PLTV/88888888/224/3221225672/1.m3u8#http://39.134.65.173/PLTV/88888888/224/3221225672/1.m3u8#http://39.134.65.175/PLTV/88888888/224/3221225672/1.m3u8
浙江卫视,http://111.40.196.28/0000000000001000/1.m3u8?Contentid=1000000001000009806&livemode=1&stbId=2&channel-id=ystenlive#http://hw-m-l.cztv.com/channels/lantian/channel01/1080p.m3u8?#http://39.134.66.2/PLTV/88888888/224/3221225514/index.m3u8#http://hw-m-l.cztv.com/channels/lantian/channel001/1080p.m3u8#http://hw-m-l.cztv.com/channels/lantian/channel001/720p.m3u8#http://39.134.65.162/PLTV/88888888/224/3221225514/1.m3u8#http://39.134.65.175/PLTV/88888888/224/3221225514/1.m3u8#http://39.134.65.208/PLTV/88888888/224/3221225514/index.m3u8#http://111.40.196.9/PLTV/88888888/224/3221225538/index.m3u8#http://39.134.66.66/PLTV/88888888/224/3221225514/index.m3u8#http://39.134.67.2:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225612/1.m3u8#http://39.134.65.179/PLTV/88888888/224/3221225514/1.m3u8#http://39.134.65.173/PLTV/88888888/224/3221225514/1.m3u8#http://111.40.196.28/0000000000001000/1.m3u8?Contentid=1000000001000001828&livemode=1&stbId=2&channel-id=ystenlive#http://111.40.196.28/0000000000001000/1.m3u8?Contentid=1000000001000014260&livemode=1&stbId=2&channel-id=ystenlive
江西卫视,http://111.40.196.30/PLTV/88888888/224/3221225560/index.m3u8#http://111.40.196.30/PLTV/88888888/224/3221225560/index.m3u8?#http://111.40.196.30/PLTV/88888888/224/3221225560/index.m3u8?zweimd#http://111.40.196.28/0000000000001000/1.m3u8?Contentid=1000000001000013731&livemode=1&stbId=2&channel-id=ystenlive
东南卫视,http://111.40.196.28/PLTV/88888888/224/3221225583/index.m3u8#http://111.40.196.28/0000000000001000/1.m3u8?Contentid=1000000002000009263&livemode=1&stbId=2&channel-id=ystenlive#http://111.40.196.9/PLTV/88888888/224/3221225583/index.m3u8#http://111.40.196.28/PLTV/88888888/224/3221225583/index.m3u8?zweimd
厦门卫视,http://111.40.196.32/PLTV/88888888/224/3221225643/index.m3u8#http://111.40.196.34/PLTV/88888888/224/3221225643/index.m3u8#http://111.40.196.32/PLTV/88888888/224/3221225643/index.m3u8?zweimd#http://111.40.196.9/PLTV/88888888/224/3221225643/index.m3u8?zfud
河南卫视,http://39.134.66.110/PLTV/88888888/224/3221225988/index.m3u8#http://111.40.196.9/PLTV/88888888/224/3221225524/index.m3u8#http://39.134.66.110/PLTV/88888888/224/3221225506/index.m3u8
湖北卫视,http://39.134.65.164/PLTV/88888888/224/3221225569/1.m3u8#http://39.134.66.66/PLTV/88888888/224/3221225569/index.m3u8#http://111.40.196.28/0000000000001000/1.m3u8?Contentid=1000000001000024621&livemode=1&stbId=2&channel-id=ystenlive#http://111.40.196.28/0000000000001000/1.m3u8?Contentid=5000000010000022140&livemode=1&stbId=2&channel-id=bestzb#http://39.134.65.162/PLTV/88888888/224/3221225569/1.m3u8#http://111.40.196.9/PLTV/88888888/224/3221225549/index.m3u8#http://111.40.196.28/0000000000001000/1.m3u8?Contentid=1000000001000010355&livemode=1&stbId=2&channel-id=ystenlive
湖南卫视,http://39.134.66.110/PLTV/88888888/224/3221225977/index.m3u8#http://39.134.65.208/PLTV/88888888/224/3221225506/index.m3u8#http://39.134.66.2/PLTV/88888888/224/3221225506/index.m3u8#http://39.134.66.66/PLTV/88888888/224/3221225506/index.m3u8#http://39.134.65.141/PLTV/88888888/224/3221225506/index.m3u8#http://39.134.65.181/PLTV/88888888/224/3221225506/1.m3u8#http://39.134.65.173/PLTV/88888888/224/3221225506/1.m3u8#http://39.134.65.162/PLTV/88888888/224/3221225506/index.m3u8#http://39.134.65.166/PLTV/88888888/224/3221225506/1.m3u8#http://39.134.65.183/PLTV/88888888/224/3221225506/1.m3u8#http://39.134.65.175/PLTV/88888888/224/3221225506/1.m3u8
广东卫视,http://111.40.196.28/0000000000001000/1.m3u8?Contentid=6604532991586541024&livemode=1&stbId=2&channel-id=ystenlive#http://111.40.196.28/0000000000001000/1.m3u8?Contentid=1000000001000028357&livemode=1&stbId=2&channel-id=ystenlive#http://111.40.196.28/0000000000001000/1.m3u8?Contentid=1000000001000014176&livemode=1&stbId=2&channel-id=ystenlive#http://111.40.196.32/PLTV/88888888/224/3221225533/index.m3u8#http://111.40.196.32/PLTV/88888888/224/3221225533/index.m3u8?zweimd#http://39.134.66.110/PLTV/88888888/224/3221225966/index.m3u8
深圳卫视,http://39.134.65.164/PLTV/88888888/224/3221225668/1.m3u8#http://39.134.65.162/PLTV/88888888/224/3221225668/1.m3u8#http://39.134.65.166/PLTV/88888888/224/3221225668/1.m3u8#http://39.134.66.66/PLTV/88888888/224/3221225668/index.m3u8#http://111.40.196.9/PLTV/88888888/224/3221225528/index.m3u8#http://39.134.66.110/PLTV/88888888/224/3221225668/index.m3u8
广西卫视,http://111.40.196.35/PLTV/88888888/224/3221225518/index.m3u8
四川卫视,http://111.40.196.34/PLTV/88888888/224/3221225562/index.m3u8#http://111.40.196.28/0000000000001000/1.m3u8?Contentid=5000000004000006119&livemode=1&stbId=2&channel-id=bestzb
康巴卫视,http://111.40.196.38/PLTV/88888888/224/3221225648/index.m3u8?zweimd#http://39.134.65.166/PLTV/88888888/224/3221225527/1.m3u8#http://39.134.66.66/PLTV/88888888/224/3221225527/index.m3u8#http://111.40.196.38/PLTV/88888888/224/3221225648/index.m3u8#http://111.40.196.9/PLTV/88888888/224/3221225648/index.m3u8
重庆卫视,http://111.40.196.31/PLTV/88888888/224/3221225514/index.m3u8#http://111.40.196.31/PLTV/88888888/224/3221225514/index.m3u8?zweimd#http://39.134.66.110/PLTV/88888888/224/3221225963/index.m3u8
贵州卫视,http://39.134.66.110/PLTV/88888888/224/3221225974/index.m3u8#http://39.134.65.149/PLTV/88888888/224/3221225974/1.m3u8#http://39.134.66.66/PLTV/88888888/224/3221225576/index.m3u8
云南卫视,http://111.40.196.29/PLTV/88888888/224/3221225644/index.m3u8?zweimd#http://111.40.196.29/PLTV/88888888/224/3221225644/index.m3u8
西藏卫视,http://39.134.65.166/PLTV/88888888/224/3221225570/1.m3u8#http://111.40.196.36/PLTV/88888888/224/3221225646/index.m3u8#http://39.134.65.164/PLTV/88888888/224/3221225570/1.m3u8
西藏藏语卫视,http://111.40.196.9/PLTV/88888888/224/3221225676/index.m3u8?zxicd
陕西卫视,http://111.40.196.34/PLTV/88888888/224/3221225582/index.m3u8#http://39.134.66.66/PLTV/88888888/224/3221225567/index.m3u8
甘肃卫视,http://39.134.66.66/PLTV/88888888/224/3221225584/index.m3u8#http://111.40.196.9/PLTV/88888888/224/3221225572/index.m3u8
宁夏卫视,http://111.40.196.31/PLTV/88888888/224/3221225530/index.m3u8#http://39.134.65.164/PLTV/88888888/224/3221225579/1.m3u8#http://39.134.65.162/PLTV/88888888/224/3221225579/index.m3u8#http://39.134.65.162/PLTV/88888888/224/3221225579/1.m3u8
青海卫视,http://stream.qhbtv.com/qhws/sd/live.m3u8?_upt=69adb2ab1644409419#http://stream.qhbtv.com/qhws/sd/live.m3u8?_upt=63cf437e1591689484#http://39.134.65.162/PLTV/88888888/224/3221225573/1.m3u8#http://39.134.65.164/PLTV/88888888/224/3221225573/1.m3u8#http://stream.qhbtv.com/qhws/sd/live.m3u8?_upt=a3277b851644044489#http://39.134.66.66/PLTV/88888888/224/3221225573/index.m3u8
安多卫视,http://39.134.66.66/PLTV/88888888/224/3221225531/index.m3u8#http://111.40.196.28/PLTV/88888888/224/3221225666/index.m3u8?zweimd#http://111.40.196.28/PLTV/88888888/224/3221225666/index.m3u8
新疆卫视,http://39.134.65.166/PLTV/88888888/224/3221225582/1.m3u8#http://39.134.65.162/PLTV/88888888/224/3221225582/1.m3u8#http://39.134.66.66/PLTV/88888888/224/3221225582/index.m3u8
辽宁卫视,http://111.40.196.34/PLTV/88888888/224/3221225593/index.m3u8#http://111.40.196.34/PLTV/88888888/224/3221225593/index.m3u8?#http://111.40.196.34/PLTV/88888888/224/3221225593/index.m3u8?zweimd#http://111.40.196.9/PLTV/88888888/224/3221225558/index.m3u8#http://111.40.196.28/0000000000001000/1.m3u8?Contentid=1000000002000024033&livemode=1&stbId=2&channel-id=ystenlive
吉林卫视,http://39.134.66.110/PLTV/88888888/224/3221225981/index.m3u8#http://39.134.65.149/PLTV/88888888/224/3221225981/1.m3u8
延边卫视,http://live.ybtvyun.com/video/s10016-6f0dfd97912f/index.m3u8#http://live.ybtvyun.com/video/s10006-b316b550fd1f/index.m3u8#http://live.ybtvyun.com/video/s10016-6f0dfd97912f/index.m3u8?zjild#http://live.ybtvyun.com/video/s10006-44f040627ca1/index.m3u8?zjild
黑龙江卫视,http://111.40.196.28/0000000000001000/1.m3u8?Contentid=1000000001000009082&livemode=1&stbId=2&channel-id=ystenlive#http://111.40.196.38/PLTV/88888888/224/3221225544/index.m3u8#http://111.40.196.9/PLTV/88888888/224/3221225544/index.m3u8#http://111.40.196.38/PLTV/88888888/224/3221225544/index.m3u8?#http://39.134.66.110/PLTV/88888888/224/3221225985/index.m3u8#http://111.40.196.28/0000000000001000/1.m3u8?Contentid=1000000001000001925&livemode=1&stbId=2&channel-id=ystenlive#http://111.40.196.28/0000000000001000/1.m3u8?Contentid=8467838254824392379&livemode=1&stbId=2&channel-id=ystenlive

📺地方频道,#genre#
安徽经济,http://112.30.194.221:20080/live/eac499adad7b49ff9cfa79ba84693959/hls.m3u8?zanhd
灵璧综合,http://live.cms.anhuinews.com/video/s10003-lbtv/index.m3u8#http://live.cms.anhuinews.com/video/s10003-lbtv/index.m3u8?zanhd
祁门综合,rtmp://tv.qmxrmt.com/chan/ch1?zanhd
淮南新闻,http://stream.0554news.com/hnds1/sd/live.m3u8
淮南公共,http://stream.0554news.com/hnds2/sd/live.m3u8#http://stream.0554news.com/hnds2/sd/live.m3u8?zanhd
滁州新闻,http://live.cztv.cc:85/live/xwpd.m3u8#http://live.cztv.cc:85/live/xwpd.m3u8?zanhd
滁州科教,http://live.cztv.cc:85/live/sjpd.m3u8#http://live.cztv.cc:85/live/sjpd.m3u8?zanhd
滁州公共,http://live.cztv.cc:85/live/ggpd.m3u8#http://live.cztv.cc:85/live/ggpd.m3u8?zanhd
固镇新闻,http://www.guzhenm.com:7001/hls/hd-live.m3u8#http://www.guzhenm.com:7001/hls/hd-live.m3u8?zanhd
固镇影视,http://www.guzhenm.com:7004/hls/hd-live.m3u8
怀远一套,rtmp://m.yunxi.tv/yunxi-host/test_e7cba94f9450436fba1f747534dc9121?auth_key=1781502420-0-0-619476a370c978c22ffaaeb0288c332e
怀远二套,rtmp://m.yunxi.tv/yunxi-host/test_e8eed0b9088a44788eb393dd6d10e1fe?auth_key=1781502600-0-0-7b29b500b5449ae446cf9f5210c2114d
屯溪融媒,http://112.30.194.221:20080/live/63cfaf06e7064943b9a1b7d76d3470dd/hls.m3u8
淮河能源综合,http://play.hhnynews.com/hhny/zhpd.m3u8?auth_key=1659380497-0-0-b07e3e3cd99f9355b6aa1e79fbd305f2
宿州新闻,http://live.ahsz.tv/video/s10001-szzh/index.m3u8?zanhd
霍山综合,http://ahhsdb.chinashadt.com:1936/live/stream:ahws.stream/playlist.m3u8?zanhd
冬奥纪实,http://39.134.65.164/PLTV/88888888/224/3221225670/1.m3u8?zbeid
房山无线,http://live.funhillrm.com/2/sd/live.m3u8#http://live.funhillrm.com/2/sd/live.m3u8?zbeid
房山有线,http://live.funhillrm.com/5/sd/live.m3u8
北京新闻,http://live.funhillrm.com/5/sd/live.m3u8?zbeid
万州综合,http://123.146.162.24:8013/tslslive/noEX9SG/hls/live_sd.m3u8?zzhongqd#http://123.146.162.24:8017/iTXwrGs/800/live.m3u8?zzhongqd
漳州新闻,http://31182.hlsplay.aodianyun.com/lms_31182/tv_channel_175.m3u8?zfud#http://31182.hlsplay.aodianyun.com/lms_31182/tv_channel_175.m3u8
三明新闻,http://fjnhdb.chinashadt.com:2036/live/stream:nh2.stream/playlist.m3u8?zfud#http://stream.smntv.cn/smtv1/sd/live.m3u8?zfud
三明公共,http://stream.smntv.cn/smtv2/sd/live.m3u8?zfud#http://stream.smntv.cn/smtv2/sd/live.m3u8
新罗一套,http://stream.lyxltv.com/xltv/sd/live.m3u8?zfud#http://stream.lyxltv.com/xltv/sd/live.m3u8
建宁综合,https://p2.weizan.cn/2144741973/075444991326676404/live.m3u8?zfud#https://p2.weizan.cn/2144741973/075444991326676404/live.m3u8
宁化一套,http://fjnhdb.chinashadt.com:2036/live/stream:nh1.stream/playlist.m3u8?fujian#http://fjnhdb.chinashadt.com:2036/live/stream:nh1.stream/playlist.m3u8
德化新闻,http://218.106.152.196/lsdream/2LacKP6/1024/live.m3u8?zfud
云霄综合,http://live.zzyxxw.com:85/live/xwzh.m3u8?fujian#http://live.zzyxxw.com:85/live/xwzh.m3u8
漳浦综合,http://220.161.87.62:8090/hls/0/index.m3u8?zfud#http://220.161.87.62:8090/hls/0/index.m3u8
新罗二套,http://stream.lyxltv.com/xinluotv/sd/live.m3u8
甘肃经济,https://hls.gstv.com.cn/49048r/10iv1j.m3u8?zgand
甘肃都市,https://hls.gstv.com.cn/49048r/l54391.m3u8?zgand
甘肃公共,https://hls.gstv.com.cn/49048r/3t5xyc.m3u8?zgand
甘肃文化,https://hls.gstv.com.cn/49048r/w1l6d5.m3u8?zgand
甘肃移动,https://hls.gstv.com.cn/49048r/y72q36.m3u8?zgand
白银综合,http://live.bygd.cn/byzh/sd/live.m3u8?gansu
白银公共,http://live.bygd.cn/bygg/sd/live.m3u8?zgand
景泰综合,https://play.kankanlive.com/live/1624439143745981.m3u8?zgand
崆峒综合,http://125.74.200.110:10080/hls/001/001_live.m3u8?gansu
广东文化,https://glive.grtn.cn/live/wenhua_test0203.m3u8?auth_key=1617289309-0-0-7b2730980c8860963374597c20ad3935?zguangd#https://glive.grtn.cn/live/wenhua_test0203.m3u8?auth_key=1612881417-0-0-bc7ddba066481bc805fc1e800654e721?zguangd
韶关综合,https://www.sgmsw.cn/videos/tv/201805/1308/SB05RIYZOU8JR418AUQOF62CAJQ08D0E/hls/live.m3u8?zguangd
韶关公共,https://www.sgmsw.cn/videos/tv/201805/1308/9P424TC5M000AFO13CXK6GN6BOA889D2/hls/live.m3u8?zguangd
阳江1,https://live.yjtvw.com:8081/live/smil:yjtv1.smil/chunklist_w1166501356_b928000.m3u8?zguangd#https://live.yjtvw.com:8081/live/smil:yjtv1.smil/chunklist_b3628000.m3u8?zguangd
阳江2,https://live.yjtvw.com:8081/live/smil:yjtv2.smil/chunklist_w551261166_b928000.m3u8?zguangd#https://live.yjtvw.com:8081/live/smil:yjtv2.smil/chunklist_b3628000.m3u8?zguangd
阳江综合,https://live.yjtvw.com:8081/live/smil:yjtv1.smil/chunklist_b1152000.m3u8?zguangd
阳江公共,https://live.yjtvw.com:8081/live/smil:yjtv2.smil/chunklist_b1152000.m3u8?zguangd
南宁新闻综合,http://hls.nntv.cn/nnlive/NNTV_NEWS_A.m3u8?zguangxd#rtmp://rtmp.nntv.cn/nnlive/NNTV_NEWS_A?zguangxd
南宁影娱乐,http://hls.nntv.cn/nnlive/NNTV_VOD_A.m3u8?zguangxd#rtmp://rtmp.nntv.cn/nnlive/NNTV_VOD_A?zguangxd
南宁都市生活,http://hls.nntv.cn/nnlive/NNTV_METRO_A.m3u8?zguangxd#rtmp://rtmp.nntv.cn/nnlive/NNTV_METRO_A?zguangxd
南宁公共,http://hls.nntv.cn/nnlive/NNTV_PUB_A.m3u8?zguangxd
贺州综合,http://zhz.gxhzxw.com:2935/live/HZXW-HD/playlist.m3u8
隆安新闻综合,http://hls.nntv.cn/nnlive/LATV_A.m3u8?zguangxd#rtmp://rtmp.nntv.cn/nnlive/LATV_A?zguangxd
罗城综合,http://111.12.75.177:9100/lctvlive/lch.m3u8?zguangxd
黔南新闻综合,rtmp://tv.qntv.net/channellive/ch1?zguizd
黔南公共,rtmp://tv.qntv.net/channellive/ch2?zguizd
清镇新闻综合,http://pili-live-rtmp.143.i2863.com/i2863-143/live_143_397273.m3u8?zguizd
松新闻,http://live.strmtzx.cn/stxw/sd/live.m3u8?zguizd
桃综艺,http://live.strmtzx.cn/stzy/sd/live.m3u8?zguizd
河南都市,http://media.hndyjyfw.gov.cn/live/jz-henandushi/live.m3u8
洛宁综合,http://wshls.live.migucloud.com/live/WJ1E4VDQ_C0/playlist.m3u8
河南民生,http://123.6.9.146/live/jz-henanminsheng/live.m3u8?zhend
宝丰综合频道,http://tvpull.dxhmt.cn:9081/tv/10421-1.m3u8?zhend
郏县综合频道,http://tvpull.dxhmt.cn:9081/tv/10425-1.m3u8?zhend
焦作综合频道,http://zhpull.dxhmt.cn/jiaozuo/b75a92c9503e47cf9e89f7ff247b65f2/playlist.m3u8?zhend
焦作公共频道,http://zhpull.dxhmt.cn/jiaozuo/29b65b69130c4ef1a3283cc7b913da05/playlist.m3u8?zhend
焦作教育频道,http://zhpull.dxhmt.cn/jiaozuo/9c10435ad24c409baee219ec289e17d0/playlist.m3u8?zhend
睛彩焦作频道,http://zhpull.dxhmt.cn/jiaozuo/c5eb91b47f0e42318f34fc0247c8acaa/playlist.m3u8?zhend
开封新闻综合,http://tvpull.dxhmt.cn:9081/tv/10200-2.m3u8?zhend
开封文化旅游,http://tvpull.dxhmt.cn:9081/tv/10200-3.m3u8?zhend
